3097;"Santa Maria delle Viti";"Crema";"BAGNOLO CREMASCO  (CR )"
3098;"Monastero di S. Benedetto";"Subiaco";"SUBIACO  (RM )  - Monastero di S. Benedetto"
3099;"Monastero di S. Scolastica";"Subiaco";"SUBIACO  (RM )  - monastero di S. Scolastica"
3100;"Santa Maria della Croce";"Crema";"CREMA  (CR )"
3101;"Visitazione (1)";"Torino";"TORINO  (TO )"
3102;"Ritiro di San Francesco";"Subiaco";"BELLEGRA  (RM )"
3103;"Madonna della Barcara";"Massa Carrara Pontremoli";"AULLA  (MS )"
3105;"Madonna del Giglio";"Grosseto";"CASTIGLIONE DELLA PESCAIA  (GR )"
3106;"Madonna del Romitorio";"Grosseto";"CASTIGLIONE DELLA PESCAIA  (GR )  - Buriano"
3107;"Madonna di Ripaia";"San Miniato";"PONTEDERA  (PI )  - Ripaia"
3109;"San Giuseppe";"Nola";"SAN GIUSEPPE VESUVIANO  (NA )"
3110;"San Luca";"Como";"DUNO  (VA )"
3111;"Nostra Signora di Caravaggio";"Tortona";"CORVINO SAN QUIRICO  (PV )  - Località Fumo"
3112;"Beata Margherita di Savoia (in S. Maria Maddalena)";"Alba";"ALBA  (CN )"
3113;"Sacro Cuore del Suffragio";"Roma";"ROMA  (RM )  - Rione Prati"
3114;"Beata Vergine di Altino";"Bergamo";"ALBINO  (BG )  - Vall'Alta"
3115;"Beata Vergine del Pianto";"Bergamo";"ALBINO  (BG )"
3116;"Santa Maria Assunta";"Massa Carrara Pontremoli";"PONTREMOLI  (MS )"
3117;"Madonna di San Quirico";"Como";"BRENTA  (VA )"
3118;"Maria Santissima della Carità";"Nola";"MOSCHIANO  (AV )"
3119;"Santa Maria della Vittoria";"Milano";"MILANO  (MI )  - Via De Amicis 13"
3120;"Beata Vergine del Buon Consiglio";"Bergamo";"VILLA DI SERIO  (BG )"
3121;"Madonna di Sommaprada";"Bergamo";"ROVETTA  (BG )  - Sommaprada"
3122;"Santa Maria della Neve";"Ariano Irpino-Lacedonia";"BONITO  (AV )  - Morroni"
3123;"Maria Ausiliatrice";"Alba";"MONTICELLO D'ALBA  (CN )  - Frazione Valdozza"
3124;"Madonna delle Grazie";"Alba";"GUARENE  (CN )  - Borgata Monteduro"
3125;"Madonna delle Grazie";"Alba";"NARZOLE  (CN )"
3126;"Madonna delle Grazie";"Alba";"PRIOCCA  (CN )  - Frazione Moriondo"
3127;"Madonna dei Monti";"Alba";"NIELLA BELBO  (CN )  - Frazione Madonna"
3128;"Maria Santissima Consolatrice del Carpinello";"Nola";"VISCIANO  (NA )"
3129;"Santa Maria delle Grazie";"Tortona";"VOGHERA  (PV )"
3130;"Santa Maria delle Grazie della Cavallosa";"Tortona";"TORTONA  (AL )  - Passalacqua"
3131;"Santa Maria ad Brusetum";"Bergamo";"CASTELLI CALEPIO  (BG )  - Calepio"
3132;"Beata Vergine Addolorata dei Campiveri";"Bergamo";"CIVIDATE AL PIANO  (BG )"
3133;"Beata Vergine della Bognatica";"Bergamo";"CASTELLI CALEPIO  (BG )  - Calepio"
3134;"San Nicolò di Caldaro";"Bolzano-Bressanone";"CALDARO SULLA STRADA DEL VINO  (BZ )  - San Nicolò/Sankt Nikolaus"
3135;"Maria Saalen";"Bolzano-Bressanone";"SAN LORENZO DI SEBATO  (BZ )  - Maria Saalen"
3136;"Santa Croce a Sabiona";"Bolzano-Bressanone";"CHIUSA  (BZ )  - Sabiona/Säben"
3137;"Beata Vergine di Lourdes";"Bergamo";"PONTERANICA  (BG )  - Rosciano"
3138;"Beata Vergine della Costa";"Bergamo";"SAN GIOVANNI BIANCO  (BG )  - San Gallo"
3139;"Madonna del Giglio";"Bergamo";"ALZANO LOMBARDO  (BG )  - Gromosone di Nese"
3140;"Madonna del Frassino";"Bergamo";"ONETA  (BG )"
3141;"Beata Vergine della Scopa";"Bergamo";"OSIO SOPRA  (BG )"
3142;"Madonna del Bailino";"Bergamo";"LEVATE  (BG )"
3143;"Sangue Prodigioso (in Santa Maria in Vado)";"Ferrara Comacchio";"FERRARA  (FE )  - via Borgo Vado, 3"
3144;"Beata Vergine della Coltura";"Bergamo";"LENNA  (BG )  - Coltura"
3145;"Madonna d'Erbia";"Bergamo";"CASNIGO  (BG )  - Erbia"
3146;"Maria Santissima della Misericordia";"Avellino";"FONTANAROSA  (AV )"
3147;"Santa Maria delle Grazie di Fontanasanta";"Tortona";"ARENA PO  (PV )  - Frazione Ripaldina"
3149;"Madonna del Lago";"Tortona";"GARBAGNA  (AL )"
3150;"Santa Maria di Pontasso";"Tortona";"CODEVILLA  (PV )  - Frazione Pontasso"
3151;"Natività della Beata Vergine";"Bergamo";"PALADINA  (BG )  - Sombreno"
3152;"Madonna del Frassino";"Bergamo";"ORNICA  (BG )"
3153;"Madonna del Perello";"Bergamo";"ALGUA  (BG )  - Perello"
3154;"Madonna della Foppa";"Bergamo";"GEROSA  (BG )"
3155;"Beata Vergine dei Campelli";"Bergamo";"OLMO AL BREMBO  (BG )"
3156;"Beata Vergine Addolorata";"Bergamo";"BERGAMO  (BG )  - Borgo Santa Caterina"
3157;"Santa Maria del Castagneto";"Cerreto Sannita-Telese-Sant'Agata dei Goti";"CUSANO MUTRI  (BN )  - Santa Maria del Castagneto"
3159;"Santa Reparata";"Benevento";"PESCO SANNITA  (BN )"
3160;"Madonna di Santa Valeria";"Milano";"SEREGNO  (MI )"
3161;"Annunciazione di Maria Vergine";"Bergamo";"SORISOLE  (BG )  - Villaggio San Raffaele"
3162;"Beata Vergine Annunciata";"Bergamo";"SUISIO  (BG )  - Piazza Amata"
3163;"Madonna del Miracolo";"Cremona";"CASSANO D'ADDA  (MI )"
3164;"San Menna";"Benevento";"VITULANO  (BN )"
3165;"Santissima Annunziata e Sant'Antonio";"Benevento";"VITULANO  (BN )"
3166;"Santa Maria della Strada";"Cerreto Sannita-Telese-Sant'Agata dei Goti";"SAN LORENZO MAGGIORE  (BN )"
3167;"Beata Vergine dell'Olmo";"Bergamo";"VERDELLINO  (BG )"
3168;"Beata Vergine delle Quaglie";"Bergamo";"LURANO  (BG )"
3169;"Santa Maria Nascente";"Milano";"AGRA  (VA )  - Lupera"
3170;"Madonna delle Caneve";"Bergamo";"SOTTO IL MONTE GIOVANNI XXIII  (BG )"
3171;"Beata Vergine Addolorata";"Bergamo";"NEMBRO  (BG )"
3172;"Santa Maria di Carpignano";"Ariano Irpino-Lacedonia";"GROTTAMINARDA  (AV )  - Carpignano"
3173;"Madonna della Vittoria";"Cremona";"AGNADELLO  (CR )"
3174;"Santa Maria della Speranza";"Arcidiocesi di Salerno-Campagna-Acerno";"BATTIPAGLIA  (SA )"
3175;"Madonna della Serta";"Milano";"CURIGLIA CON MONTEVIASCO  (VA )  - Monteviasco"
3176;"Santa Maria della Sanità";"Milano";"MILANO  (MI )  - Via Durini, 20"
3177;"San Pancrazio";"Tortona";"SILVANO D'ORBA  (AL )"
3178;"Madonna di Montespineto";"Tortona";"STAZZANO  (AL )"
3179;"Madonna della Casa";"Tortona";"BRIGNANO FRASCATA  (AL )  - Madonnina"
3180;"Beata Vergine del Carmelo";"Milano";"MONTEVECCHIA  (LC )"
3181;"Divin Prigioniero";"Como";"COLORINA  (SO )  - Valle di Colorina"
3182;"Madonna della Neve";"Como";"VERCANA  (CO )"
3183;"Madonna della Guardia";"Tortona";"TORTONA  (AL )  - San Bernardino"
3184;"Madonna del Carmine";"Acqui Terme";"INCISA SCAPACCINO  (AT )"
3185;"Madonna dei Caffi";"Acqui Terme";"CASSINASCO  (AT )"
3186;"Madonna della Bruceta";"Acqui Terme";"CREMOLINO  (AL )"
3187;"Santa Maria alla Fontana";"Milano";"LOCATE DI TRIULZI  (MI )"
3188;"Santa Maria delle Grazie";"Milano";"MONZA  (MI )"
3189;"Beata Vergine della Cintura";"Milano";"CUSANO MILANINO  (MI )"
3190;"Madonna dei Prati";"Crema";"MOSCAZZANO  (CR )"
3191;"Santa Maria dei Miracoli presso San Celso";"Milano";"MILANO  (MI )  - Corso Italia, 37"
3192;"Madonna della Pace";"Como";"MENAGGIO  (CO )  - Nobiallo"
3193;"Santa Maria di Loreto";"Cremona";"TORRE PALLAVICINA  (BG )"
3194;"Madonna della Pallavicina";"Crema";"IZANO  (CR )"
3195;"San Pietro";"Acqui Terme";"BERGAMASCO  (AL )  - Borgo San Pietro"
3196;"Madonna dei Miracoli";"Milano";"CORBETTA  (MI )"
3197;"San Sebastiano";"Milano";"MILANO  (MI )  - Via Torino 28"
3198;"Madonna di Monserrato";"Cuneo";"BORGO SAN DALMAZZO  (CN )  - Monserrato"
3199;"Maria Santissima delle Grazie";"Sant'Angelo dei Lombardi-Conza-Nusco-Bisaccia";"CASTELVETERE SUL CALORE  (AV )"
3201;"Madonna dei Boschi";"Cuneo";"BOVES  (CN )  - Frazione Roncaia"
3202;"Santa Maria Annunciata";"Bergamo";"PONTE DI NOSSA  (BG )  - Campolongo"
3203;"Santa Maria";"Cremona";"SONCINO  (CR )  - Gallignano - Villavetere"
3204;"Santa Maria dell'Isola";"Mileto-Nicotera-Tropea";"TROPEA  (VV )  - Marina Isola"
3205;"Santa Maria Maggiore o di Monserrato";"Mileto-Nicotera-Tropea";"VALLELONGA  (VV )"
3206;"Santo Stefano Rotondo";"Roma";"ROMA  (RM )  - Colle Celio. Regio II. Rione Monti."
3207;"Apostolorum";"Roma";"ROMA  (RM )  - Via Ostiense"
3208;"Madonna del Buon Rimedio";"Cuneo";"CUNEO  (CN )  - San Pietro del Gallo"
3209;"Santuario di S. Francesco";"Rieti";"RIETI  (RI )  - Fontecolombo"
3210;"Greccio";"Rieti";"GRECCIO  (RI )"
3211;"San Giacomo apostolo";"Rieti";"POGGIO BUSTONE  (RI )"
3212;"Madonna delle Grotte";"Rieti";"ANTRODOCO  (RI )"
3213;"Madonna della Neve";"Cuneo";"MONTEMALE DI CUNEO  (CN )  - Piatta Soprana"
3214;"Sant'Anna di Vinadio";"Cuneo";"VINADIO  (CN )  - Vallone di Sant'Anna"
3215;"Madonna Assunta";"Cuneo";"MOIOLA  (CN )"
3216;"San Dalmazzo";"Cuneo";"BORGO SAN DALMAZZO  (CN )"
3217;"Madonna della Consolazione";"Mileto-Nicotera-Tropea";"DASA'  (VV )"
3218;"Maria SS. della Cattolica";"Mileto-Nicotera-Tropea";"MILETO  (VV )"
3219;"Madonna del Carmine";"Mileto-Nicotera-Tropea";"JOPPOLO  (VV )  - Monte Poro"
3220;"San Magno";"Cuneo";"CASTELMAGNO  (CN )  - Frazione Chiappi"
3221;"Santa Maria delle Grazie";"Milano";"CESANO MADERNO  (MI )  - Binzago"
3222;"Maria Madre della Chiesa";"Milano";"AGRA  (VA )"
3223;"Madonna della Medaglia Miracolosa";"Cuneo";"BOVES  (CN )  - Mellana"
3224;"Madonna degli Angeli";"Cuneo";"CUNEO  (CN )"
3225;"Madonna delle Rocche";"Acqui";"MOLARE  (AL )"
3226;"Nostra Signora della Rocchetta";"Acqui";"LERMA  (AL )"
3227;"Madonna della Carpeneta";"Acqui Terme";"MONTECHIARO D'ACQUI  (AL )"
3228;"Santa Maria Addolorata";"Milano";"CERNUSCO SUL NAVIGLIO  (MI )"
3229;"Madonna delle Grazie";"Acqui Terme";"CAIRO MONTENOTTE  (SV )"
3230;"Nostra Signora del Santissimo Nome di Maria";"Acqui";"MASONE  (GE )  - San Pietro"
3231;"Madonna Pellegrina";"Milano";"DESIO  (MI )"
3232;"Beata Vergine di San Lorenzo";"Milano";"GUANZATE  (CO )"
3233;"Santa Maria Annunciata";"Milano";"PADERNO DUGNANO  (MI )  - Dugnano"
3234;"Madonna di San Bernardo";"Milano";"CARATE BRIANZA  (MI )"
3235;"Assunta";"Castellaneta";"CASTELLANETA  (TA )"
3236;"Santa Maria delle Grazie";"Milano";"LEGNANO  (MI )"
3237;"Santa Maria Assunta";"Milano";"MAGENTA  (MI )"
3238;"Madonna di San Calocero";"Milano";"CASLINO D'ERBA  (CO )"
3239;"San Paolo della Croce (casa natale)";"Acqui";"OVADA  (AL )"
3240;"San Paolo della Croce";"Acqui";"OVADA  (AL )"
3241;"Madonna di Loreto";"Acqui Terme";"NIZZA MONFERRATO  (AT )"
3242;"Nostra Signora delle Grazie";"Acqui";"NIZZA MONFERRATO  (AT )"
3243;"Nostra Signora della Pieve";"Acqui";"PONZONE  (AL )"
3244;"Beata Vergine Madonna del Pozzo";"Casale Monferrato";"SAN SALVATORE MONFERRATO  (AL )"
3245;"Beata Vergine della Neve";"Casale Monferrato";"MIRABELLO MONFERRATO  (AL )"
3246;"Sacro Cuore di Gesù";"Casale Monferrato";"CASALE MONFERRATO  (AL )"
3247;"Madonna di Costantinopoli o di Porto";"Catanzaro-Squillace";"GIMIGLIANO  (CZ )  - Porto"
3248;"Madonna del Ponte";"Catanzaro - Squillace";"SQUILLACE  (CZ )"
3249;"Madonna d'Itria";"CROTONE - S. SEVERINA";"CIRO'  (KR )  - Ciro' Marina"
3250;"Maria Santissima delle Grazie";"Locri - Gerace";"GERACE  (RC )"
3251;"Santa Maria delle Grazie";"Roma";"ROMA  (RM )  - Rione Campitelli"
3252;"Madonna delle Grazie";"Catanzaro-Squillace";"TORRE DI RUGGIERO  (CZ )"
3253;"Maria Santissima di Vicoforte";"Mondovì";"VICOFORTE  (CN )  - Santuario"
3254;"Santa Maria del Bosco";"Catanzaro-Squillace";"SERRA SAN BRUNO  (VV )"
3255;"Madonna delle Lame";"Mondovì";"MONASTERO DI VASCO  (CN )  - Roapiana"
3256;"San Gottardo";"Mondovì";"TORRE MONDOVI'  (CN )  - Piano"
3258;"Santa Lucia";"Mondovì";"VILLANOVA MONDOVI'  (CN )"
3259;"Assunzione della Beata Vergine";"Mondovì";"VILLANOVA MONDOVI'  (CN )  - Madonna del Pasco"
3260;"Madonna del Brichetto";"Mondovì";"MOROZZO  (CN )"
3261;"Madonna dei Boschi";"Mondovì";"PEVERAGNO  (CN )"
3262;"Madonna delle Grazie";"Mondovì";"PEVERAGNO  (CN )  - Montefallonio"
3263;"Beata Vergine della Gorra";"Mondovì";"BENE VAGIENNA  (CN )  - Gorra"
3264;"Santa Maria in Doblazio";"Ivrea";"PONT CANAVESE  (TO )  - Borgata Doblazio"
3265;"San Lussorio";"Archidiocesi di Cagliari";"SELARGIUS  (CA )  - Paluna/San Lussorio"
3267;"Madonna delle Setteporte";"Crotone-Santa Severina";"ROCCA DI NETO  (KR )"
3268;"Madonna del Soccorso";"Crotone-Santa Severina";"SAN MAURO MARCHESATO  (KR )"
3269;"Madonna della Scala";"Crotone-Santa Severina";"BELVEDERE DI SPINELLO  (KR )  - Pagliarelle di Timpa del Santo"
3270;"Madonna di Manipuglia";"Crotone - Santa Severina";"CRUCOLI  (KR )"
3271;"Madonna del Condoleo";"Crotone-Santa Severina";"SCANDALE  (KR )"
3272;"Madonna di Loreto";"Torino";"LANZO TORINESE  (TO )  - Località Braide"
3273;"Madonna del Castagno";"Milano";"CINISELLO BALSAMO  (MI )"
3274;"Madonna di Loreto";"Torino";"GROSCAVALLO  (TO )  - Frazione Forno Alpi Graie"
3275;"San Pancrazio";"Torino";"PIANEZZA  (TO )"
3276;"Nostra Signora di Lourdes";"Milano";"LECCO  (LC )  - Acquate"
3277;"Madonna di San Giovanni";"Torino";"SOMMARIVA DEL BOSCO  (CN )"
3279;"Santa Maria delle Grazie";"Lodi";"OSPEDALETTO LODIGIANO  (LO )"
3280;"Santa Giustina";"Padova";"PADOVA  (PD )"
3281;"Beata Vergine del Soccorso";"Adria-Rovigo";"ROVIGO  (RO )"
3282;"San Luigi Gonzaga";"Como";"PONTE IN VALTELLINA  (SO )  - Sazzo"
3283;"Santa Maria ad Martyres";"Roma";"ROMA  (RM )  - Rione Pigna"
3284;"Madonna dei Cuori";"Adria-Rovigo";"CANDA  (RO )"
3286;"Santi Ambrogio e Carlo al Corso";"Roma";"ROMA  (RM )  - Rione Trevi"
3287;"Beata Vergine del Rosario";"Milano";"VIMERCATE  (MI )  - Borgo di Vimercate"
3288;"Santa Maria del Popolo";"Roma";"ROMA  (RM )  - Rione Campomarzio"
3289;"Madonna delle Grazie (in Duomo)";"Adria - Rovigo";"ROVIGO  (RO )"
3290;"Madonna della Salute";"Milano";"CUSINO  (CO )  - Poggio Motter"
3291;"Madonna dei Pastori";"Milano";"CASARGO  (LC )  - Indovero"
3292;"Madonna della Neve in Biandino";"Milano";"INTROBIO  (LC )  - Biandino"
3294;"Santa Maria Gloriosa";"Milano";"LECCO  (LC )  - Rancio"
3295;"Nostra Signora della Vittoria";"Milano";"LECCO  (LC )"
3296;"Beata Vergine delle Rose";"Bergamo";"ALBANO SANT'ALESSANDRO  (BG )"
3297;"Beata Vergine del Rosario";"Cremona";"ANTEGNATE  (BG )"
3298;"Beata Vergine Maria di Caravaggio";"Cremona";"PUMENENGO  (BG )"
3299;"Monastero di San Francesco";"Orvieto -Todi";"TODI  (PG )"
3300;"Madonna delle Grazie attuale chiesa di San Filippo";"Orvieto -Todi";"TODI  (PG )"
3301;"Tempio di San Fortunato";"Orvieto -Todi";"TODI  (PG )"
3302;"Tempio del Santissimo Crocefisso";"Orvieto - Todi";"TODI  (PG )"
3303;"Madonna degli Alpini d'Italia";"Como";"CHIESA IN VALMALENCO  (SO )"
3304;"Santa Maria Santissima Assunta";"Milano";"MISSAGLIA  (LC )"
3305;"Madonna della Bassa";"Milano";"TREZZANO SUL NAVIGLIO  (MI )"
3306;"Madonna della Basella";"Bergamo";"URGNANO  (BG )  - Basella"
3307;"Santa Maria della Consolazione";"Milano";"MILANO  (MI )  - Via San Giovanni sul Muro angolo Largo Cairoli"
3308;"Madonna della Ghianda";"Milano";"SOMMA LOMBARDO  (VA )  - Mezzana"
3309;"Madonna di Castelvecchio";"Orvieto - Todi";"MASSA MARTANA  (PG )  - Castelvecchio"
3310;"Chiesa della Madonna del Campione";"Orvieto Todi";"TODI  (PG )"
3312;"Santa Maria della Rocchetta";"Milano";"AIRUNO  (LC )  - Rocca o Rocchetta"
3313;"Madonna del Lago";"Milano";"AZZATE  (VA )"
3314;"Nostra Signora di Lourdes";"Torino";"ALA DI STURA  (TO )  - Martassina - Località Le Cossette"
3315;"Madonna delle Grazie";"Bergamo";"CENE  (BG )"
3316;"Beata Vergine della Forcella";"Bergamo";"PRADALUNGA  (BG )"
3317;"Madonna della Bevera";"Milano";"BARZAGO  (LC )  - Bevera"
3318;"Sant'Ignazio";"Torino";"PESSINETTO  (TO )  - Monte Bastia"
3319;"Santa Maria di Grottaferrata";"Grottaferrata abbazia territoriale";"GROTTAFERRATA  (RM )"
3320;"Santa Maria di San Salvatore";"Milano";"GORNATE OLONA  (VA )"
3321;"Madonna della Febbre";"Milano";"VALBRONA  (CO )"
3322;"Madonna della Misericordia";"Milano";"VEDANO AL LAMBRO  (MI )"
3323;"Santa Maria Podone";"Milano";"MILANO  (MI )  - Piazza Borromeo 6"
3324;"Madonna della Cintura";"Milano";"PASTURO  (LC )"
3325;"Beata Vergine Assunta";"Milano";"SETTALA  (MI )"
3326;"Santa Maria della Visitazione";"Porto e Santa Rufina";"SANTA MARINELLA  (RM )"
3327;"Madonna del Bosco";"Milano";"SESTO SAN GIOVANNI  (MI )  - Cascina Gatti"
3329;"Maria Immacolata";"Milano";"PRIMALUNA  (LC )  - Barcone"
3330;"Santa Maria della Consolazione";"Orvieto Todi";"TODI  (PG )"
3331;"Madonna della Vittoria";"Crema";"CREMONA  (CR )  - Costa Cremasca"
3332;"Beata Vergine Addolorata";"Adria-Rovigo";"ROVIGO  (RO )"
3333;"Madonna Pellegrina";"Adria-Rovigo";"ROVIGO  (RO )"
3334;"Madonna dell'Apparizione";"Chioggia";"VENEZIA  (VE )  - Pellestrina"
3335;"Abbazia di Montecassino";"Montecassino";"CASSINO  (FR )"
3336;"San Domenico (Santuario del Cristo)";"Chioggia";"CHIOGGIA  (VE )  - Chioggia"
3337;"Santa Maria di Valleradice";"Sora Aquino Pontecorvo";"SORA  (FR )  - Valleradice"
3338;"Madonna delle Grazie";"Chioggia";"CHIOGGIA  (VE )  - Pettorazza Grimani"
3339;"Madonna delle Grazie";"Sora Aquino Pontecorvo";"SORA  (FR )"
3340;"Amore Misericordioso";"Orvieto Todi";"TODI  (PG )  - Collevalenza"
3341;"Beata Vergine della Castagna";"Bergamo";"BERGAMO  (BG )  - Fontana"
3342;"Beata Vergine dei Campi";"Bergamo";"STEZZANO  (BG )"
3343;"Beata Vergine di Campagna";"Como";"PONTE IN VALTELLINA  (SO )"
3344;"Vergine della Bossola";"Torino";"CARMAGNOLA  (TO )"
3345;"San Rocco";"Torino";"CARMAGNOLA  (TO )"
3346;"Immacolata Concezione (in Santi Pietro e Paolo)";"Torino";"CARMAGNOLA  (TO )"
3347;"Beata Vergine della Donzellina (in San Martino)";"Vigevano";"TROMELLO  (PV )  - Donzellina"
3348;"Beata Vergine Assunta di Concesa";"Milano";"TREZZO SULL'ADDA  (MI )  - Concesa"
3349;"Madonna del Bosco";"Milano";"IMBERSAGO  (LC )"
3350;"Santa Maria della Pace";"Torino";"CHIERI  (TO )  - Bricco della Casana"
3351;"San Filippo Neri";"Torino";"CHIERI  (TO )"
3353;"San Rocco";"Torino";"CHIERI  (TO )"
3354;"Santi Bernardino e Rocco";"Torino";"CHIERI  (TO )"
3355;"San Guglielmo";"Torino";"CHIERI  (TO )"
3356;"Consolata dei Barnabiti";"Torino";"CHIERI  (TO )"
3357;"Beata Vergine delle Grazie (in S. M. della Scala)";"Torino";"CHIERI  (TO )"
3358;"Beata Vergine di Caravaggio";"Cremona";"CREMONA  (CR )"
3359;"Maria Santissima de' Piternis";"Montecassino";"CERVARO  (FR )"
3360;"Beata Vergine Maria delle Indulgenze";"Montecassino";"CASSINO  (FR )  - Sant' Elia sul Rapido - Casalucense"
3361;"Beata Vergine dell'Annunciazione";"Milano";"OLIVETO LARIO  (LC )  - Limonta"
3362;"San Bernardino alle Ossa";"Milano";"MILANO  (MI )  - Via Verziere, 2"
3363;"Madonna di San Martino";"Milano";"VALMADRERA  (LC )  - Caserta"
3364;"Santa Maria della Neve";"Milano";"PUSIANO  (CO )"
3365;"Beata Vergine del Ghisallo";"Milano";"MAGREGLIO  (CO )"
3366;"Madonna delle Lacrime";"Milano";"BELLANO  (LC )  - Lezzeno"
3367;"Santa Maria in Campagna";"Milano";"TURATE  (CO )"
3368;"Santa Maria";"Milano";"LONGONE AL SEGRINO  (CO )"
3369;"Madonna di Czestochova";"Milano";"VALGREGHENTINO  (LC )  - Dozio"
3370;"Madonna Bambina";"Milano";"PRIMALUNA  (LC )  - Cortabbio"
3371;"Nostra Signora dei Miracoli";"Milano";"VALSOLDA  (CO )  - Caravina di Cressogno"
3372;"Santa Maria Nascente";"Milano";"MERATE  (LC )  - Sabbioncello"
3373;"Nostra signora di Ceri";"Porto e Santa Rufina";"CERVETERI  (RM )"
3374;"Santa Maria di Loreto";"Como";"GRANDATE  (CO )"
3375;"Madonna di Loreto";"Como";"CHIAVENNA  (SO )  - Dragonera"
3376;"Beata Vergine delle Grazie";"Como";"CHIESA IN VALMALENCO  (SO )  - Primolo"
3378;"Beato Alberto";"Bergamo";"PARRE  (BG )  - Sant'Alberto"
3379;"Beata Vergine di Pompei";"Vigevano";"VIGEVANO  (PV )"
3380;"Santa Maria di Canepanova";"Pavia";"PAVIA  (PV )"
3381;"Sant'Anna";"Vigevano";"CILAVEGNA  (PV )  - Case Nuove"
3382;"Madonna di Santo Stefano";"Vigevano";"PAVIA  (PV )  - Cernago"
3383;"Madonna delle Grazie in Ponte Galeria";"Porto e Santa Rufina";"ROMA  (RM )  - Località Vignola"
3384;"Madonna della Figura";"Sora Aquino Pontecorvo";"SORA  (FR )"
3385;"Madonna del Borgo";"Milano";"LISSONE  (MI )"
3386;"Madonna di Caravaggio";"Milano";"PERLEDO  (LC )  - Campallo"
3387;"San Saturno";"Archidiocesi di Cagliari";"CAGLIARI  (CA )"
3388;"Santa Maria della Pace";"Vigevano";"VIGEVANO  (PV )"
3389;"Nostra Signora del Sacro Cuore";"Bergamo";"BERGAMO  (BG )  - Città Alta"
3390;"San Giorgio Martire";"Torino";"CHIERI  (TO )"
3391;"Santa Maria della Scala";"Torino";"CHIERI  (TO )"
3392;"San Silvestro in Capite";"Roma";"ROMA  (RM )  - Rione Colonna"
3393;"Santi Martino e Gaudenzio";"Novara";"NOVARA  (NO )"
3394;"San Priamo";"Arcidiocesi di Cagliari";"SAN VITO  (CA )  - San Priamo"
3395;"Sant'Ignazio";"Oristano";"LACONI  (NU )"
3397;"Santa Susanna";"Roma";"ROMA  (RM )  - Rione Trevi"
3398;"Vergine del Buon Cammino";"Diocesi di Iglesias";"IGLESIAS  (CA )"
3399;"Santa Maria delle Grazie";"Sabina Poggio Mirteto";"MAGLIANO SABINA  (RI )"
3400;"Madonna di Senale";"Bolzano-Bressanone";"SENALE-SAN FELICE  (BZ )"
3401;"San Simplicio";"Diocesi di Tempio-Ampurias";"OLBIA  (SS )"
3402;"San Benedetto in Piscinula";"Roma";"ROMA  (RM )  - Rione Trastevere"
3403;"Madonna delle Grazie";"Cuneo";"ROCCASPARVERA  (CN )  - Roccasparvera"
3404;"San Lorenzo in Panisperna";"Roma";"ROMA  (RM )  - Rione Monti"
3405;"San Pietro in Vincoli al Colle Oppio";"Roma";"ROMA  (RM )  - Rione Monti"
3406;"Santa Maria della Luce";"Roma";"ROMA  (RM )  - Trastevere"
3407;"Santa Maria delle Grazie di Vallera";"Cuneo";"CARAGLIO  (CN )  - Vallera"
3408;"Madonna del Bosco";"Cuneo";"DEMONTE  (CN )  - Bergemolo"
3409;"Madonna del Pino";"Cuneo";"DEMONTE  (CN )"
3410;"Madonna di Romvello";"Cuneo";"DEMONTE  (CN )"
3411;"San Mauro";"Cuneo";"RITTANA  (CN )"
3412;"Santuario Madonna di Capodacqua";"Rieti";"CITTAREALE  (RI )  - Capodacqua"
3413;"San Membotto";"Cuneo";"MOIOLA  (CN )"
3414;"Madonna della Consolata";"Cuneo";"DEMONTE  (CN )  - Frazione di Festiona"
3415;"Santa Maria Assunta";"Cuneo";"MONTANERA  (CN )"
3416;"Sant'Antonio da Padova";"Cuneo";"BOVES  (CN )  - Sant'Antonio"
3417;"Regina degli Angeli";"Cuneo";"CARAGLIO  (CN )  - Castello"
3418;"Madonna degli Alpini e San Maurizio";"Cuneo";"CERVASCA  (CN )  - Colle San Maurizio"
3419;"San Giuseppe";"Diocesi di Iglesias";"IGLESIAS  (CA )"
3420;"San Carlo al Lazzaretto";"Milano";"SOMMA LOMBARDO  (VA )"
3421;"Sant'Angelo in Pescheria";"Roma";"ROMA  (RM )  - Rione Sant'Angelo"
3422;"San Galgano";"Volterra";"CHIUSDINO  (SI )  - Montesiepi"
3423;"Regina della Pace";"Palestrina";"PALESTRINA  (RM )  - Serrone"
3424;"Sacra Sindone";"Latina Terracina Sezze Priverno";"SAN FELICE CIRCEO  (LT )  - Loc. la Cona"
3425;"Nostra Signora del Popolo";"Alba";"CHERASCO  (CN )"
3426;"Madonnina delle Grazie";"Alba";"CHERASCO  (CN )"
3427;"Beata Vergine Assunta";"Alba";"CORNELIANO D'ALBA  (CN )  - Castellero"
3428;"Beata Vergine Assunta";"Alba";"CASTELLETTO UZZONE  (CN )  - Gottasecca"
3429;"Maria SS. del Cerro";"Viterbo";"TUSCANIA  (VT )"
3430;"Madonna del Buon Consiglio";"Alba";"CASTIGLIONE TINELLA  (CN )  - Balbi"
3431;"Natività di Maria Santissima";"Alba";"BOSSOLASCO  (CN )  - Mellea"
3432;"Santa Maria della Pietà";"Roma";"ROMA  (RM )  - Rione Colonna"
3433;"Madonna della Rosa";"Alba";"CERESOLE D'ALBA  (CN )"
